"","income","height","weight","age","marital","sex","education","afqt"
"5434",10000,61,163,51,"widowed","female",10,14.532
"5435",33000,65,145,50,"married","female",20,14.484
"5436",50000,71,210,49,"single","male",18,77.383
"5437",21000,66,175,55,"married","female",12,5.388
"5438",63000,62,178,54,"married","female",12,6.997
"5439",0,63,140,51,"single","female",16,6.999
"5440",37000,72,205,55,"married","male",12,19.994
"5441",60000,66,200,48,"married","male",14,25.331
"5442",0,61,165,51,"separated","female",12,0.548
"5443",0,71,240,49,"married","male",12,31.231
"5444",36000,65,140,55,"divorced","female",15,25.371
"5445",62000,70,175,52,"divorced","male",12,26.42
"5446",65000,64,155,54,"married","female",12,70.095
"5447",26624,69,198,52,"married","male",13,0
"5448",64000,71,195,53,"married","male",11,34.679
"5449",0,62,142,54,"married","female",12,29.045
"5450",0,64,220,55,"married","female",14,18.46
"5451",40000,65,200,54,"separated","male",12,35.843
"5452",32000,63,145,55,"married","female",12,16.944
"5453",21000,63,140,55,"married","female",11,3.695
"5454",0,60,140,50,"divorced","female",11,15.471
"5455",37000,70,201,53,"married","male",12,17.772
"5456",9000,70,200,51,"single","male",12,28.03
"5457",63000,72,270,54,"single","male",10,0.102
"5458",0,70,170,48,"divorced","male",14,26.316
"5459",43333,66,230,48,"divorced","female",14,16.176
"5460",60000,67,170,48,"married","male",12,16.769
"5461",18000,62,120,49,"married","female",11,4.115
"5462",0,66,136,53,"single","male",10,NA
"5463",0,62,200,56,"married","female",5,0.2
"5464",88000,62,117,53,"single","female",16,82.651
"5465",96000,74,220,51,"single","male",15,88.647
"5466",45000,70,180,50,"married","male",12,17.504
"5467",55000,70,220,50,"divorced","male",16,65.576
"5468",90000,69,190,53,"married","male",12,58.643
"5469",0,66,210,52,"married","female",6,3.244
"5470",50000,67,250,49,"married","male",9,NA
"5471",27000,59,169,51,"married","female",7,7.705
"5472",0,69,180,51,"divorced","male",12,19.035
"5473",40000,62,143,50,"married","female",13,31.291
"5474",42000,69,170,50,"single","male",14,60.048
"5475",38091,62,144,49,"divorced","female",12,45.237
"5476",17250,62,200,50,"married","female",12,45.108
"5477",3000,66,165,49,"single","male",12,49.894
"5478",12000,65,165,48,"single","male",12,19.335
"5479",0,65,159,54,"single","male",10,5.947
"5480",48000,69,200,50,"single","male",12,42.231
"5481",12000,65,284,55,"separated","male",12,4.145
"5482",0,71,310,51,"married","male",12,26.069
"5483",22000,65,130,50,"single","female",12,7.472
"5484",0,62,240,49,"married","female",12,9.043
"5485",0,67,340,49,"married","male",10,9.937
"5486",0,65,150,49,"divorced","male",12,43.342
"5487",23000,67,196,49,"married","female",12,15.368
"5488",2500,68,195,50,"married","female",12,27.526
"5489",40000,70,195,49,"divorced","male",13,51.835
"5490",37500,62,256,55,"separated","female",11,39.079
"5491",6500,68,272,51,"single","male",12,20.35
"5492",11000,62,200,49,"divorced","female",12,15.96
"5493",30000,61,160,49,"divorced","female",14,13.128
"5494",62000,62,135,48,"married","female",20,40.182
"5495",65000,68,238,49,"divorced","male",13,32.644
"5496",0,60,148,54,"married","female",13,12.684
"5497",47000,59,157,50,"divorced","female",13,34.542
"5498",0,64,235,49,"married","female",12,20.419
"5499",0,63,160,52,"married","female",9,1.128
"5500",6300,61,199,55,"separated","female",12,8.765
"5501",42000,71,265,50,"divorced","male",12,NA
"5502",0,62,140,48,"married","female",12,13.499
"5503",0,66,215,49,"separated","female",10,NA
"5504",0,74,220,49,"divorced","male",12,31.519
"5505",23000,65,170,53,"married","male",14,52.383
"5506",0,64,180,53,"married","male",11,11.259
"5507",0,59,135,51,"married","female",11,14.09
"5508",16000,61,235,49,"married","female",13,43.846
"5509",24000,65,210,55,"widowed","female",12,25.098
"5510",0,63,195,53,"separated","female",12,11.542
"5511",0,61,209,51,"divorced","female",11,8.91
"5512",0,76,220,47,"single","male",12,19.015
"5513",60000,74,280,50,"married","male",16,50.214
"5514",45000,73,290,49,"married","male",14,15.79
"5515",38000,69,200,50,"divorced","male",13,60.232
"5516",55000,72,185,49,"married","male",12,38.513
"5517",14000,62,147,52,"divorced","female",13,5.264
"5518",53000,67,189,51,"married","male",12,2.995
"5519",570,62,150,52,"married","female",12,14.942
"5520",16000,67,175,55,"single","male",13,70.056
"5521",0,71,250,54,"married","male",10,8.238
"5522",12000,69,193,53,"married","female",14,13.984
"5523",62000,71,250,49,"married","male",14,32.505
"5524",98000,65,163,55,"divorced","female",12,28.111
"5525",49000,70,183,52,"married","male",14,76.373
"5526",15000,63,143,50,"separated","female",11,6.147
"5527",0,70,132,49,"divorced","male",11,9.944
"5528",48518,62,162,55,"married","female",16,58.898
"5529",20000,63,223,48,"married","female",12,31.179
"5530",71327,57,120,51,"married","female",20,15.769
"5531",17000,62,150,53,"married","female",8,4.739
"5532",30000,66,170,50,"married","male",14,31.837
"5533",4800,62,NA,50,"divorced","female",10,1.566
"5534",35700,71,250,53,"married","male",9,10.619
"5535",0,65,165,54,"married","female",12,1.925
"5536",31000,63,130,48,"married","female",12,40.191
"5537",72000,70,215,55,"married","male",16,65.532
"5538",0,71,290,51,"divorced","male",12,11.226
"5539",15000,69,200,50,"married","female",12,24.112
"5540",21000,66,182,51,"married","female",18,70.044
"5541",20000,72,230,50,"married","male",12,21.215
"5542",98000,66,175,49,"married","female",16,41.197
"5543",10000,68,150,48,"married","female",17,54.052
"5544",50000,70,161,51,"divorced","male",12,19.095
"5545",70000,72,204,49,"married","male",12,24.978
"5546",17000,63,220,50,"married","female",16,56.957
"5547",22000,69,250,48,"divorced","male",12,21.014
"5548",42000,65,240,53,"single","female",17,26.329
"5549",40000,63,312,50,"single","female",14,80.012
"5550",63000,68,150,50,"married","female",16,46.333
"5551",0,64,155,49,"married","female",12,0.668
"5552",75000,71,210,49,"married","male",12,11.794
"5553",48000,63,143,51,"married","female",16,49.053
"5554",0,65,235,56,"single","male",8,16.563
"5555",0,65,180,55,"single","male",9,4.638
"5556",0,65,137,49,"married","female",12,34.623
"5557",78000,67,139,50,"married","female",16,74.528
"5558",75000,69,170,52,"married","male",12,76.359
"5559",84000,72,230,49,"married","male",16,57.93
"5560",0,60,82,51,"married","female",10,37.275
"5561",0,62,135,52,"separated","female",12,1.687
"5562",0,61,150,48,"married","female",12,6.76
"5563",0,66,192,49,"single","male",12,19.79
"5564",32000,65,142,51,"married","female",12,31.705
"5565",38000,66,156,50,"married","female",12,13.867
"5566",0,74,210,48,"married","male",12,5.854
"5567",41000,62,165,54,"separated","female",14,9.675
"5568",22000,64,215,52,"married","female",13,12.412
"5569",0,68,170,52,"single","male",12,16.079
"5570",52500,63,180,51,"married","female",16,79.867
"5571",50000,62,153,50,"married","female",18,45.787
"5572",7000,64,170,53,"married","female",14,41.82
"5573",16000,63,160,55,"divorced","female",12,18.718
"5574",15000,63,158,52,"separated","female",16,7.288
"5575",0,71,210,55,"married","male",11,9.521
"5576",32000,70,196,51,"married","male",12,38.066
"5577",48000,72,204,51,"divorced","male",14,32.552
"5578",0,68,245,49,"separated","male",12,21.531
"5579",24000,63,265,48,"divorced","female",12,17.273
"5580",0,67,250,53,"single","male",11,0
"5581",18000,64,175,51,"married","female",12,21.625
"5582",25000,67,250,50,"divorced","female",12,14.237
"5583",72000,71,210,50,"married","male",12,7.956
"5584",12000,66,162,53,"single","male",12,22.034
"5585",0,65,150,50,"single","male",9,NA
"5586",0,69,120,52,"single","male",7,9.005
"5587",43000,70,185,51,"married","male",12,21.514
"5588",0,64,159,48,"single","female",12,36.793
"5589",80000,63,163,48,"widowed","female",18,25.359
"5590",25000,63,160,52,"married","female",12,28.165
"5591",12000,67,NA,55,"married","male",18,44.636
"5592",38000,67,195,50,"married","female",12,14.33
"5593",0,70,205,52,"married","male",11,25.12
"5594",22000,72,210,49,"married","male",12,31.218
"5595",18000,64,140,55,"divorced","female",16,8.23
"5596",50000,67,185,55,"divorced","female",13,21.24
"5597",20000,72,NA,53,"divorced","male",16,30.96
"5598",0,62,120,51,"married","female",12,69.897
"5599",76000,62,142,55,"separated","female",14,57.327
"5600",40000,65,157,50,"divorced","female",14,37.583
"5601",78000,68,210,51,"married","male",12,20.726
"5602",85000,68,185,48,"married","male",12,41.19
"5603",0,63,170,49,"divorced","female",12,16.445
"5604",34000,68,242,50,"divorced","female",13,51.516
"5605",0,71,220,48,"divorced","male",12,0.094
"5606",0,62,160,49,"separated","female",12,10.79
"5607",5000,74,200,54,"divorced","male",10,1.98
"5608",28000,72,250,53,"married","male",9,1.658
"5609",2200,71,240,50,"married","male",12,1.859
"5610",0,68,201,48,"single","male",11,15.222
"5611",32000,70,218,51,"divorced","male",12,18.058
"5612",25000,67,190,50,"widowed","female",10,8.903
"5613",0,63,240,55,"separated","female",12,7.052
"5614",40000,71,212,49,"separated","male",12,16.019
"5615",12000,65,250,53,"married","female",12,25.467
"5616",14000,72,195,53,"single","male",12,2.995
"5617",67000,71,220,50,"married","male",13,43.602
"5618",0,73,205,55,"single","male",11,0.558
"5619",0,67,180,55,"single","female",8,0.555
"5620",63000,64,172,49,"divorced","female",12,38.316
"5621",45000,68,205,52,"married","male",12,10.315
"5622",65000,71,215,49,"divorced","male",12,28.857
"5623",0,66,225,48,"single","female",12,51.105
"5624",8000,71,180,55,"single","male",9,34.034
"5625",40000,64,NA,51,"single","female",12,46.149
"5626",8275,65,120,52,"divorced","female",12,10.536
"5627",19000,66,185,54,"divorced","female",12,8.478
"5628",130000,70,211,49,"single","male",12,12.182
"5629",26000,64,180,54,"married","female",12,12.601
"5630",14000,65,NA,52,"single","female",17,42.241
"5631",25000,72,180,51,"divorced","male",14,26.936
"5632",20000,63,180,48,"single","female",14,12.108
"5633",106000,73,185,55,"married","male",16,56.785
"5634",0,72,220,51,"divorced","male",16,NA
"5635",64000,67,196,50,"married","male",20,39.652
"5636",26000,74,160,56,"married","male",12,1.577
"5637",15000,73,180,48,"separated","male",12,12.05
"5638",28000,71,200,49,"separated","male",14,4.394
"5639",0,65,320,49,"married","female",16,0.27
"5640",10000,72,170,52,"married","male",12,27.317
"5641",40000,67,150,52,"separated","female",12,22.506
"5642",50000,65,160,53,"married","female",16,20.606
"5643",10000,74,265,55,"married","male",17,65.35
"5644",20000,67,176,53,"separated","female",12,14.078
"5645",19000,65,205,51,"single","female",12,20.18
"5646",0,66,170,54,"separated","male",13,10.272
"5647",37000,69,174,49,"married","female",12,29.207
"5648",0,61,160,54,"single","female",12,5.432
"5649",0,67,140,52,"married","male",11,7.079
"5650",20000,69,170,51,"single","male",12,2.727
"5651",65000,61,142,51,"divorced","female",14,33.71
"5652",50000,72,230,48,"married","male",12,15.197
"5653",0,69,181,53,"single","male",12,38.804
"5654",0,67,120,52,"divorced","male",12,3.947
"5655",46000,66,250,51,"married","female",12,28.209
"5656",26000,72,170,50,"married","male",12,26.126
"5657",0,61,102,49,"single","female",12,5.943
"5658",34000,68,157,51,"married","male",12,37.193
"5659",63259,67,180,54,"divorced","female",14,21.843
"5660",30000,64,180,48,"married","female",12,20.197
"5661",48000,66,138,50,"divorced","male",12,14.36
"5662",0,76,265,49,"married","male",20,3.684
"5663",20000,69,215,55,"divorced","female",15,38.563
"5664",0,69,185,54,"separated","male",11,11.23
"5665",1300,68,160,52,"single","male",12,2.343
"5666",23000,66,230,52,"married","female",12,6.617
"5667",25000,67,200,48,"married","female",12,21.339
"5668",55000,72,240,51,"married","male",12,20.572
"5669",35000,69,175,52,"married","male",11,0.877
"5670",0,67,135,52,"divorced","male",11,9.654
"5671",29000,67,192,47,"separated","female",14,15.258
"5672",5000,61,180,53,"married","female",14,29.508
"5673",28000,72,270,51,"divorced","male",12,3.65
"5674",9200,62,250,49,"married","female",9,18.678
"5675",0,64,150,50,"divorced","male",11,0.764
"5676",0,63,250,48,"married","female",11,7.604
"5677",41000,61,NA,54,"married","female",12,15.236
"5678",28000,65,189,51,"married","female",16,24.573
"5679",0,66,200,49,"widowed","female",12,5.758
"5680",43000,66,158,53,"married","female",14,14.939
"5681",86000,65,163,51,"divorced","female",18,16.994
"5682",74000,77,240,48,"married","male",18,38.892
"5683",50000,65,150,51,"divorced","male",18,17.214
"5684",0,66,122,49,"married","female",9,13.519
"5685",0,63,137,48,"married","female",12,37.783
"5686",23700,67,163,52,"married","female",8,5.454
"5687",19000,69,195,51,"divorced","male",9,NA
"5688",13000,70,210,48,"divorced","male",8,NA
"5689",50000,70,240,54,"single","male",14,61.999
"5690",0,72,235,48,"single","male",12,54.186
"5691",0,66,215,52,"married","male",12,29.876
"5692",36000,63,225,50,"married","male",14,2.059
"5693",45000,67,189,49,"married","male",12,17.73
"5694",0,70,218,50,"single","male",12,70.23
"5695",50000,69,145,49,"married","male",17,40.836
"5696",33000,67,150,55,"married","male",10,18.298
"5697",0,65,130,55,"married","female",16,84.121
"5698",28000,62,190,48,"single","female",12,7.868
"5699",0,67,268,54,"divorced","female",12,1.485
"5700",64000,67,264,52,"divorced","male",12,11.875
"5701",0,68,170,49,"single","female",15,10.086
"5702",0,71,210,53,"single","male",13,81.294
"5703",44000,74,245,52,"single","male",12,43.984
"5704",27000,67,148,50,"divorced","female",12,28.781
"5705",25000,63,186,52,"married","female",12,6.079
"5706",0,62,175,51,"divorced","female",11,1.712
"5707",0,70,180,50,"married","male",13,15.837
"5708",0,66,196,49,"divorced","male",9,7.244
"5709",17000,61,150,48,"married","female",13,35.277
"5710",42000,64,172,55,"married","female",15,21.913
"5711",0,65,179,52,"married","female",8,16.092
"5712",0,62,155,50,"divorced","female",14,37.661
"5713",29000,62,175,50,"divorced","female",12,12.04
"5714",53000,67,166,53,"single","male",14,51.674
"5715",10000,72,310,49,"married","male",12,39.498
"5716",48000,71,310,54,"married","male",11,30.258
"5717",23000,70,240,48,"married","male",12,52.504
"5718",46000,65,130,49,"divorced","female",16,54.147
"5719",56500,70,216,52,"married","male",12,56.183
"5720",21000,66,150,50,"married","female",14,9.678
"5721",1000,66,165,50,"divorced","male",11,1.849
"5722",0,69,250,50,"single","male",11,37.457
"5723",0,64,175,51,"divorced","female",12,16.756
"5724",21000,62,160,48,"divorced","male",11,17.637
"5725",0,61,148,54,"married","female",9,3.084
"5726",9547,64,170,50,"divorced","female",9,12.625
"5727",32000,68,215,51,"married","male",12,26.747
"5728",67000,67,217,50,"separated","male",12,8.236
"5729",0,66,220,54,"single","female",12,16.104
"5730",12000,70,240,48,"single","male",12,47.696
"5731",48000,67,185,49,"married","male",12,37.111
"5732",111000,73,201,54,"married","male",14,29.702
"5733",0,69,225,54,"married","male",12,12.711
"5734",0,68,192,51,"divorced","male",12,29.641
"5735",0,65,140,54,"married","female",16,19.504
"5736",22000,67,125,55,"married","male",12,19.334
"5737",19000,69,203,56,"divorced","female",12,7.427
"5738",22000,67,209,52,"married","female",14,34.314
"5739",27000,65,205,50,"married","female",14,39.998
"5740",51000,69,220,50,"married","male",12,38.413
"5741",0,64,135,52,"divorced","female",12,6.531
"5742",52000,63,140,53,"divorced","female",14,50.806
"5743",65000,65,210,52,"married","male",13,46.449
"5744",18000,61,190,50,"married","female",12,19.329
"5745",0,60,160,48,"divorced","male",12,0
"5746",120000,63,NA,54,"married","female",18,37.882
"5747",14000,65,196,52,"married","male",14,39.667
"5748",34000,64,150,50,"married","female",14,16.545
"5749",24000,71,255,51,"married","male",13,32.839
"5750",21000,73,210,52,"divorced","male",12,20.308
"5751",28000,68,250,50,"married","female",12,26.139
"5752",5000,63,170,49,"divorced","female",13,9.609
"5753",20800,67,176,54,"single","male",12,24.157
"5754",30000,64,200,53,"married","female",13,30.864
"5755",41000,70,230,49,"separated","male",12,81.673
"5756",30000,74,236,51,"single","male",12,28.976
"5757",40000,61,155,55,"divorced","female",12,7.955
"5758",118000,74,270,53,"married","male",12,32.33
"5759",0,67,240,48,"single","female",16,51.209
"5760",0,66,192,49,"divorced","male",12,48.546
"5761",32000,67,200,48,"married","male",11,17.381
"5762",12000,57,124,50,"divorced","female",12,15.407
"5763",16000,64,260,50,"married","female",12,33.786
"5764",12000,59,127,52,"married","female",12,13.237
"5765",34000,72,255,50,"married","male",12,8.826
"5766",71800,71,210,51,"separated","male",14,35.725
"5767",75000,65,185,50,"married","female",16,54.811
"5768",26000,60,140,50,"married","female",12,13.958
"5769",72000,72,255,54,"married","male",14,63.95
"5770",32000,63,130,51,"married","female",13,11.816
"5771",35000,71,225,50,"married","male",13,33.618
"5772",0,67,135,49,"single","male",14,46.065
"5773",54000,63,140,54,"divorced","female",16,12.105
"5774",19000,64,165,52,"married","female",14,52.137
"5775",25000,66,175,50,"married","female",15,38.341
"5776",75000,70,290,49,"married","male",17,90.906
"5777",0,60,160,48,"married","female",14,65.708
"5778",40000,73,215,54,"divorced","male",14,74.375
"5779",46000,65,210,49,"married","female",12,32.256
"5780",56000,68,185,49,"married","male",12,40.526
"5781",8000,61,135,48,"married","female",10,24.84
"5782",0,64,160,50,"divorced","female",10,12.731
"5783",50000,71,160,48,"single","male",12,9.62
"5784",72000,71,220,51,"married","male",12,48.264
"5785",0,63,175,51,"married","female",6,4.398
"5786",7000,69,215,51,"married","male",12,19.238
"5787",9000,65,153,50,"single","male",12,15.355
"5788",30000,67,180,52,"married","male",11,NA
"5789",5000,62,158,54,"single","female",13,15.624
"5790",62000,65,172,53,"married","female",12,34.415
"5791",0,68,145,53,"married","male",12,18.435
"5792",65000,68,195,48,"married","male",12,17.156
"5793",37000,66,180,51,"married","female",12,19.611
"5794",11000,66,180,54,"single","female",9,NA
"5795",0,63,140,49,"married","female",11,NA
"5796",31000,66,165,52,"single","female",14,35.834
"5797",60000,71,230,51,"separated","male",12,12.621
"5798",22000,71,170,49,"single","male",12,13.577
"5799",23000,63,145,49,"separated","female",14,60.603
"5800",50000,69,205,48,"single","male",12,17.025
"5801",47000,62,132,53,"married","female",12,18.309
"5802",17000,71,195,54,"divorced","male",12,3.914
"5803",43000,65,200,53,"divorced","female",18,57.08
"5804",20000,63,156,49,"single","female",15,47.8
"5805",66000,69,230,48,"divorced","male",12,55.818
"5806",90000,68,180,53,"married","male",14,39.34
"5807",0,73,157,50,"single","male",12,1.644
"5808",0,67,145,52,"single","male",10,4.242
"5809",0,63,132,52,"single","male",12,0.51
"5810",93000,73,235,52,"divorced","male",12,40.654
"5811",50000,71,185,54,"single","male",12,33.966
"5812",11900,66,207,53,"married","female",14,18.981
"5813",30000,72,198,55,"single","male",12,3.45
"5814",120000,72,220,52,"married","male",12,17.943
"5815",0,67,170,55,"married","male",12,11.898
"5816",0,71,165,54,"single","male",9,NA
"5817",30000,71,218,53,"single","male",9,4.559
"5818",0,69,170,52,"divorced","male",12,4.625
"5819",20000,68,171,51,"widowed","male",14,20.259
"5820",35000,66,198,54,"single","female",12,30.922
"5821",0,66,226,54,"married","male",16,17.459
"5822",85000,66,235,55,"married","male",12,1.088
"5823",45000,74,195,54,"married","male",12,12.5
"5824",62000,71,300,49,"married","male",12,47.932
"5825",29120,68,175,48,"divorced","female",12,4.662
"5826",1000,64,180,50,"divorced","female",12,67.631
"5827",37109,70,168,52,"divorced","male",12,33.96
"5828",13000,65,150,49,"single","female",12,1.439
"5829",65000,66,157,52,"single","female",12,32.286
"5830",22000,73,154,53,"married","male",11,12.208
"5831",70000,73,185,51,"married","male",12,4.27
"5832",25000,78,227,50,"single","male",16,32.677
"5833",0,67,158,47,"married","female",10,16.282
"5834",0,69,300,53,"married","female",14,3.682
"5835",0,73,225,52,"single","male",12,3.547
"5836",0,62,214,54,"single","female",12,9.249
"5837",0,64,204,53,"divorced","female",16,12.507
"5838",12000,64,160,49,"separated","female",16,5.497
"5839",0,70,170,50,"separated","male",12,8.325
"5840",40000,69,205,48,"married","male",12,0
"5841",28000,76,230,48,"married","male",12,11.65
"5842",25000,66,200,50,"divorced","female",18,45.129
"5843",8000,62,126,51,"separated","female",9,4.018
"5844",0,63,206,50,"separated","female",9,15.156
"5845",30000,62,170,52,"married","female",14,26.196
"5846",0,69,145,52,"single","male",11,2.774
"5847",0,61,182,50,"married","female",11,0.525
"5848",0,71,197,50,"single","male",11,1.999
"5849",0,62,135,52,"single","male",12,1.449
"5850",40000,62,225,47,"divorced","female",12,14.933
"5851",0,71,155,50,"single","male",12,19.026
"5852",34000,67,165,48,"divorced","male",14,69.315
"5853",0,66,160,48,"single","male",11,21.326
"5854",14000,67,156,51,"divorced","male",16,54.176
"5855",0,64,215,54,"single","female",8,8.817
"5856",13000,62,260,49,"single","female",12,37.69
"5857",73000,72,210,51,"married","male",14,12.73
"5858",52000,66,164,49,"married","female",15,38.843
"5859",10000,75,195,51,"divorced","male",12,6.715
"5860",30000,73,193,52,"married","male",12,6.783
"5861",22000,65,180,48,"divorced","female",12,14.983
"5862",0,68,280,47,"married","male",12,29.399
"5863",0,65,174,55,"single","female",11,1.044
"5864",65000,70,182,53,"married","male",14,46.301
"5865",3000,69,160,48,"single","male",9,2.222
"5866",0,72,225,52,"single","male",11,13.469
"5867",1100,66,130,51,"married","female",12,6.535
"5868",45000,71,226,52,"married","male",18,24.569
"5869",27000,66,165,50,"married","female",14,34.777
"5870",10000,69,171,48,"divorced","male",10,2.004
"5871",0,65,155,55,"divorced","male",10,7.223
"5872",45000,61,160,52,"divorced","female",14,14.88
"5873",34000,67,200,51,"divorced","male",12,16.127
"5874",40000,70,195,49,"single","male",12,17.382
"5875",103000,74,172,50,"divorced","male",16,59.367
"5876",32000,65,160,49,"married","female",12,32.559
"5877",11000,60,189,53,"divorced","female",10,1.262
"5878",80000,70,265,50,"divorced","male",12,33.854
"5879",30000,63,160,48,"single","female",12,7.495
"5880",8000,72,192,54,"married","male",19,20.581
"5881",0,67,157,51,"single","female",11,5.028
"5882",18000,62,189,48,"divorced","female",12,12.457
"5883",52000,66,190,50,"married","male",12,17.864
"5884",51000,69,290,48,"single","male",13,26.823
"5885",37000,63,270,51,"married","female",16,13.366
"5886",15000,71,250,50,"separated","male",12,20.713
"5887",50000,67,260,54,"married","female",14,50.682
"5888",15000,69,260,52,"single","male",14,5.38
"5889",61000,63,140,54,"married","female",20,87.747
"5890",10000,62,170,50,"divorced","female",12,73.405
"5891",0,69,245,47,"married","male",12,7.008
"5892",0,64,140,52,"married","female",12,7.412
"5893",27552,66,155,50,"single","female",12,25.268
"5894",50000,66,208,51,"married","female",13,42.476
"5895",400,64,250,55,"single","female",10,15.414
"5896",0,68,270,50,"married","male",12,1.386
"5897",9600,64,220,53,"married","female",12,5.141
"5898",0,67,190,52,"single","female",12,23.368
"5899",26000,64,197,52,"single","female",12,11.334
"5900",37000,68,220,50,"married","male",12,38.712
"5901",70000,70,225,51,"single","male",12,23.091
"5902",5000,72,423,52,"married","male",12,16.023
"5903",0,67,167,50,"single","female",12,1.938
"5904",44000,68,184,48,"single","female",13,37.585
"5905",72000,65,NA,54,"married","female",16,47.228
"5906",49000,69,270,52,"married","male",17,47.109
"5907",65000,72,205,54,"divorced","male",14,41.582
"5908",800,69,195,55,"married","male",13,26.461
"5909",0,67,200,49,"widowed","female",12,50.746
"5910",39000,71,180,54,"married","male",12,12.739
"5911",0,76,285,51,"single","male",14,33.869
"5912",32000,66,175,48,"single","female",16,7.116
"5913",0,64,165,53,"divorced","female",11,10.674
"5914",85000,70,225,51,"single","male",14,35.608
"5915",0,68,167,49,"divorced","male",12,44.498
"5916",25000,61,160,50,"single","female",12,38.744
"5917",32000,61,116,54,"widowed","female",12,12.922
"5918",0,65,210,54,"married","female",12,13.09
"5919",0,65,298,52,"married","female",12,8.018
"5920",40000,65,169,50,"married","female",12,48.125
"5921",45000,65,155,52,"single","male",12,2.311
"5922",1400,63,144,51,"married","female",14,17.346
"5923",51850,64,165,48,"married","female",16,50.092
"5924",52000,71,270,51,"married","male",12,88.767
"5925",0,67,268,53,"divorced","male",10,11.201
"5926",24000,62,179,51,"separated","female",14,6.229
"5927",40000,60,127,48,"divorced","female",12,22.089
"5928",0,70,240,50,"married","male",18,63.707
"5929",40000,68,175,50,"married","male",12,28.766
"5930",0,63,274,52,"divorced","female",14,32.578
"5931",59400,66,180,50,"single","female",12,14.56
"5932",26500,66,160,55,"married","male",12,NA
"5933",19000,61,230,51,"single","female",15,21.414
"5934",0,60,110,51,"divorced","female",13,41.355
"5935",125000,65,158,51,"single","male",16,54.085
"5936",45500,65,150,49,"married","male",12,18.993
"5937",117000,70,235,49,"married","male",15,47.05
"5938",0,62,243,53,"single","female",11,3.134
"5939",30000,67,180,55,"divorced","female",12,13.302
"5940",2800,66,198,49,"separated","female",8,5.913
"5941",14000,67,210,52,"married","male",12,5.699
"5942",0,60,210,50,"married","female",12,4.559
"5943",0,77,372,53,"married","male",14,49.786
"5944",25000,74,275,51,"married","male",11,1.348
"5945",34000,65,209,50,"single","female",12,23.225
"5946",0,66,160,52,"married","male",12,9.583
"5947",0,63,205,49,"single","male",8,0.966
"5948",130000,62,160,52,"married","female",14,13.536
"5949",17000,73,211,50,"single","male",9,1.729
"5950",0,71,290,56,"divorced","female",14,22.116
"5951",20000,73,223,51,"married","male",12,12.432
"5952",0,69,296,48,"single","male",11,NA
"5953",0,73,524,51,"single","male",10,NA
"5954",0,67,205,50,"married","male",12,1.431
"5955",0,70,210,48,"single","male",14,3.696
"5956",0,67,170,48,"single","male",8,4.79
"5957",89000,71,200,49,"married","male",14,43.241
"5958",32000,67,240,50,"married","male",11,2.784
"5959",58000,65,160,50,"single","female",16,89.519
"5960",54000,72,194,54,"married","male",10,50.22
"5961",60000,69,220,54,"married","male",14,48.657
"5962",49000,67,165,51,"married","male",16,23.839
"5963",0,70,180,53,"single","male",12,41.401
"5964",24000,75,185,49,"single","male",13,0.599
"5965",39000,66,185,48,"married","female",16,35.791
"5966",0,76,201,50,"married","male",11,12.81
"5967",0,74,283,48,"divorced","male",12,16.118
"5968",0,67,227,50,"divorced","female",12,28.129
"5969",0,71,296,49,"single","male",14,32.353
"5970",30000,73,210,50,"single","male",11,20.419
"5971",63000,60,165,55,"divorced","female",13,25.759
"5972",74881,64,260,52,"single","female",12,61.146
"5973",64000,77,260,51,"married","male",12,41.251
"5974",0,72,245,50,"married","male",11,2.971
"5975",70000,64,150,55,"single","female",18,46.143
"5976",54000,66,154,53,"single","female",13,28.607
"5977",0,66,260,53,"married","female",13,5.601
"5978",20000,71,195,52,"married","male",12,35.97
"5979",38000,71,219,49,"married","female",12,14.766
"5980",55000,68,185,52,"single","female",14,42.847
"5981",35000,71,282,50,"married","female",16,32.772
"5982",85000,68,160,55,"married","male",18,94.443
"5983",0,64,184,54,"single","female",12,NA
"5984",51500,65,185,55,"divorced","female",13,35.576
"5985",0,61,200,52,"married","female",12,NA
"5986",65000,67,223,53,"married","male",11,15.076
"5987",0,65,135,52,"married","female",12,0.718
"5988",62000,64,165,54,"single","female",14,23.727
"5989",48000,66,198,48,"married","male",14,59.615
"5990",23000,68,170,50,"married","male",16,5.393
"5991",46000,60,140,53,"divorced","female",14,35.54
"5992",85000,62,130,50,"married","female",16,84.813
"5993",30000,70,177,50,"single","male",10,3.824
"5994",40000,69,175,49,"single","male",10,0.288
"5995",35000,67,155,49,"married","female",13,21.412
"5996",0,61,155,52,"divorced","female",13,49.799
"5997",0,73,185,51,"single","male",11,6.112
"5998",0,66,138,51,"divorced","female",14,37.869
"5999",0,69,180,48,"separated","male",12,11.906
"6000",150000,71,255,53,"married","male",16,53.871
"6001",0,60,108,56,"married","female",3,0
"6002",81000,64,135,51,"divorced","male",20,73.787
"6003",0,65,142,49,"single","male",12,18.833
"6004",7000,65,140,50,"married","female",14,30.145
"6005",55000,64,220,55,"divorced","female",14,37.45
"6006",0,64,160,55,"married","female",5,9.143
"6007",0,61,119,53,"separated","female",7,12.702
"6008",25000,61,133,50,"separated","female",10,2.476
"6009",60000,63,167,51,"married","male",11,25.73
"6010",60000,62,136,49,"married","male",12,21.247
